,degrees,distance,strength,rad,x,y
0,0.562,5.5,84,0.009808750396208134,5.4997354202643915,0.05394726211084159
1,1.25,5.4,167,0.02181661564992912,5.39871494623151,0.11780037918663006
2,2.937,5.9,84,0.051260320131073456,5.892250216941499,0.3023034583871929
3,3.687,5.6,159,0.06435028952103093,5.588409313210202,0.3601129656447733
4,5.312,6.1,84,0.09271188986593878,6.073802514802195,0.56473269002469
5,5.937,6.7,167,0.10362019769090335,6.664062735585019,0.6930136046190721
6,6.562,6.6,175,0.1145285055158679,6.556761923735312,0.7542367502679868
7,7.062,6.7,175,0.12325515177583955,6.649171758080495,0.8237201779395329
8,7.625,6.9,183,0.13308135546456762,6.838988393303859,0.9155532514578857
9,8.312,7.4,175,0.14507176742576866,7.322266947710737,1.0697694828620303
10,10.125,6.9,84,0.17671458676442586,6.792543319820252,1.2129943315470462
11,10.75,8.0,159,0.18762289458939044,7.8596031818040775,1.492192288069877
12,11.375,7.9,175,0.19853120241435498,7.744822872149915,1.558113820946195
13,11.875,8.4,175,0.20725784867432664,8.220230470207882,1.7285285698147732
14,12.437,8.3,183,0.21706659907053474,8.10522725879029,1.787537715228092
15,12.937,8.6,175,0.2257932453305064,8.381704671941076,1.925364067484672
16,13.5,8.3,183,0.23561944901923448,8.070670339300715,1.9375965200040148
17,14.0,8.6,183,0.24434609527920614,8.344543245973568,2.0805283021571426
18,14.562,8.2,175,0.25415484567541424,7.936584318210135,2.061705449364906
19,15.125,8.1,183,0.26398104936414235,7.819406866778976,2.1134985809717968
20,15.75,7.8,175,0.2748893571891069,7.507150844338448,2.117235508947579
21,16.375,8.4,183,0.28579766501407144,8.059271454504048,2.3681519424682684
22,16.875,8.3,183,0.2945243112740431,7.942604786577334,2.4093628212120377
23,17.437,7.8,183,0.30433306167025126,7.4415667360540105,2.3373242207392755
24,18.062,8.2,175,0.3152413694952158,7.795916881980041,2.5423768346290823
25,18.562,7.4,183,0.32396801575518747,7.015050100957462,2.355646849817838
26,19.125,8.1,175,0.3337942194439155,7.652928976381712,2.653804454449717
27,19.75,8.0,175,0.34470252726888007,7.529408122050965,2.7033337440266156
28,20.312,8.0,175,0.3545112776650882,7.502530016074182,2.777056599694348
29,20.812,7.6,167,0.3632379239250599,7.1041097467358805,2.7003008547812315
30,21.375,7.7,175,0.37306412761378793,7.170354997642788,2.8064228490694525
31,21.937,7.7,175,0.3828728780099961,7.142483004976952,2.876618939591308
32,22.5,7.6,175,0.39269908169872414,7.021484447085779,2.9083940859746824
33,23.062,7.6,175,0.4025078320949323,6.992619421526455,2.9771250604721047
34,23.75,8.0,175,0.4145156973486533,7.322491832955577,3.221973518869898
35,24.312,7.8,175,0.42432444774486144,7.108273140392128,3.211300820785844
36,24.937,7.7,175,0.435232755569826,6.9821438773025095,3.246485311324707
37,25.437,8.0,175,0.44395940182979765,7.224464882435243,3.4361471392331158
38,26.062,7.5,175,0.4548677096547622,6.737393677046172,3.2950760902440868
39,26.687,7.8,175,0.46577601747972674,6.969091838111198,3.503107042608302
40,27.187,7.4,175,0.4745026637396984,6.582448463435976,3.381031237094589
41,27.75,7.8,175,0.48432886742842646,6.902903572211726,3.6317932585358688
42,28.375,8.1,175,0.495237175253391,7.126833756613155,3.8494467921506885
43,29.0,7.5,183,0.5061454830783556,6.559647803545468,3.636072151847528
44,29.562,8.0,175,0.5159542334745637,6.958578663212389,3.946920696933913
45,30.125,7.7,183,0.5257804371632918,6.659980349179083,3.8645390085427334
46,30.625,7.7,175,0.5345070834232635,6.626002720691808,3.9225104136744817
47,31.312,7.7,175,0.5464974953844645,6.578495027449513,4.0016750460053645
48,31.812,7.8,183,0.5552241416444361,6.628302010072951,4.111643523369077
49,32.375,7.7,183,0.5650503453331642,6.503124656223248,4.123029190488623
50,32.937,7.5,175,0.5748590957293723,6.294516920506922,4.0778740462957
51,33.5,7.6,183,0.5846852994181004,6.337532247710478,4.194721088371642
52,34.125,7.9,175,0.595593607243065,6.539743484074466,4.431901980245677
53,34.687,7.7,183,0.6054023576392731,6.331503526764762,4.3820158706428
54,35.25,7.4,175,0.6152285613280012,6.043147508196424,4.270874406275529
55,35.937,7.8,175,0.6272189732892022,6.31536990882663,4.577783624712631
56,36.5,7.8,183,0.6370451769779303,6.270083512814295,4.639617736660462
57,37.062,7.5,183,0.6468539273741384,5.984878620508187,4.520091580685508
58,37.625,7.5,175,0.6566801310628665,5.940175064194696,4.578681055360761
59,38.125,7.5,183,0.6654067773228381,5.8999928577646275,4.630343861780287
60,38.812,7.3,175,0.6773971892840391,5.688208999383194,4.575399259008556
61,39.375,7.4,175,0.6872233929727672,5.720277354884254,4.6945103028109765
62,39.875,7.5,175,0.6959500392327389,5.75583722984344,4.808361236798687
63,40.562,7.7,167,0.7079404511939399,5.849711175919511,5.00708289908629
64,41.125,7.8,175,0.717766654882668,5.875556594819478,5.130091100660235
65,41.625,7.7,183,0.7264933011426397,5.755814116841996,5.11474377191687
66,42.187,8.0,183,0.7363020515388478,5.9276558862735,5.372419910424644
67,42.687,7.7,183,0.7450286977988194,5.660027032506203,5.220545372975799
68,43.375,7.7,175,0.7570365630525404,5.596932882152182,5.288132213994245
