,degrees,distance,strength,rad,x,y
0,0.25,7.9,175,0.004363323129985824,7.899924797693803,0.03447014334949791
1,0.812,7.7,183,0.014172073526193957,7.6992267494203395,0.10912131327254801
2,1.312,7.7,175,0.022898719786165606,7.697981335443568,0.17630473380615175
3,1.875,7.7,183,0.032724923474893676,7.695877323568016,0.2519369377276763
4,2.375,7.8,183,0.04145156973486533,7.7932998521795565,0.32322966141444676
5,3.0,7.6,175,0.05235987755982989,7.589584464134761,0.3977532674463731
6,3.625,7.7,183,0.06326818538479445,7.6845941163639315,0.48684008333830614
7,4.125,7.7,183,0.0719948316447661,7.68005308329761,0.5538814293067394
8,4.75,8.0,183,0.08290313946973066,7.9725240199820915,0.6624656600976347
9,5.25,7.6,183,0.0916297857297023,7.5681174495674295,0.6954123018418581
10,5.75,7.8,183,0.10035643198967395,7.760754442357111,0.781466880574195
11,6.312,7.8,183,0.11016518238588209,7.752716017448791,0.8575513703522074
12,6.812,7.6,175,0.11889182864585374,7.546349227731556,0.9014506825752292
13,7.375,7.9,183,0.12871803233458182,7.834645398727986,1.0140668006548705
14,7.875,7.9,183,0.13744467859455345,7.825497789504261,1.0823974992875474
15,8.437,7.9,183,0.14725342899076158,7.81450454409729,1.1591025538246407
16,8.937,7.8,175,0.1559800752507332,7.705306066910227,1.211717134993332
17,9.5,8.0,183,0.16580627893946132,7.8902848122978515,1.3203808468854212
18,10.0,8.2,183,0.17453292519943295,8.075423574700105,1.4239150568688286
19,10.562,8.2,175,0.18434167559564107,8.061068499749052,1.5030551028999453
20,11.125,7.9,183,0.19416787928436915,7.751547679519759,1.5243059312788365
21,11.687,7.7,175,0.20397662968057728,7.540369732232376,1.559751358785706
22,12.312,8.1,183,0.21488493750554186,7.913707581817201,1.72720360973712
23,12.937,8.1,183,0.2257932453305064,7.894396260781712,1.8134242961192841
24,13.437,8.2,183,0.23451989159047806,7.975533356780137,1.9054835803247796
25,13.937,7.9,183,0.2432465378504497,7.667433058798051,1.9027533441964501
26,14.5,8.3,183,0.2530727415391778,8.035625415138295,2.078154033651864
27,15.0,7.8,175,0.2617993877991494,7.534221445054732,2.0187885517996618
28,15.562,8.2,183,0.27160813819535756,7.899393816520484,2.1999039368840476
29,16.125,8.2,175,0.2814343418840856,7.8773961031350686,2.277417536226596
30,16.687,8.1,175,0.29124309228029377,7.758890128814326,2.325859834338176
31,17.187,8.1,175,0.29996973854026543,7.738297995644195,2.3934795028595985
32,17.812,8.1,183,0.31087804636523,7.71172931219946,2.477747165342669
33,18.437,8.0,175,0.3217863541901946,7.589375812430792,2.530093827843238
34,19.0,8.3,183,0.33161255787892263,7.84780417747433,2.7022156819944008
35,19.625,8.1,183,0.3425208657038872,7.629479057518679,2.7204869620867327
36,20.125,8.4,183,0.35124751196385884,7.887131388149155,2.8901831198165255
37,20.687,8.1,175,0.361056262360067,7.577746081954462,2.861426972233224
38,21.312,8.0,175,0.37196457018503154,7.452921023936208,2.907570843671685
39,21.812,8.0,175,0.3806912164450032,7.427264219359304,2.97249831216521
40,22.312,8.1,183,0.3894178627049748,7.4935548223544775,3.075164406071315
41,22.875,8.1,175,0.39924406639370286,7.462976352307859,3.148647958234404
42,23.375,8.4,175,0.4079707126536745,7.710593744888519,3.332678217483058
43,23.937,8.5,191,0.41777946304988267,7.768933152596834,3.4487211645016775
44,24.437,8.5,183,0.42650610930985433,7.738541947761709,3.5163857187078364
45,25.0,8.5,183,0.4363323129985824,7.703616189811524,3.592255224795945
46,25.562,8.2,183,0.44614106339479054,7.397374964923848,3.5381977938376896
47,26.125,8.6,175,0.4559672670835186,7.7213855632052155,3.7868463111573543
48,26.625,8.1,183,0.46469391334349025,7.24106611775645,3.6300084680727025
49,27.187,9.0,183,0.4745026637396984,8.005680563638348,4.112065018088014
50,27.687,8.8,183,0.48322930999967006,7.792391836045711,4.088842070015442
51,28.25,8.5,183,0.4930555136883981,7.487571274745777,4.023217171071169
52,28.75,8.7,183,0.5017821599483697,7.627522774655317,4.184602289598672
53,29.312,9.1,183,0.5115909103445779,7.9348974912956525,4.455042289656738
54,29.812,8.8,183,0.5203175566045496,7.635419865519284,4.374970111581733
55,30.375,8.8,175,0.5301437602932776,7.592062596604569,4.449784885726264
56,31.0,9.1,183,0.5410520681182421,7.800222436389222,4.686846481681493
57,31.5,9.0,191,0.5497787143782138,7.67376147918683,4.70248708244354
58,32.125,8.6,175,0.5606870222031783,7.283253779652013,4.573206138059453
59,32.687,9.0,183,0.5704957725993864,7.574700032316891,4.860444364501921
60,33.187,8.8,183,0.5792224188593581,7.364619064650361,4.816885511675407
61,33.687,9.1,183,0.5879490651193298,7.571927917390194,5.047366403764144
62,34.25,9.1,183,0.5977752688080579,7.521966717057416,5.121524842025123
63,34.75,9.4,175,0.6065019150680295,7.723481216656339,5.357969568405249
64,35.25,9.7,175,0.6152285613280012,7.921423085068285,5.598308343361166
65,35.812,9.4,183,0.6250373117242093,7.622848106754838,5.500198791075118
66,36.312,9.2,183,0.633763957984181,7.413399317333571,5.448074023153333
67,36.875,9.5,183,0.6435901616729091,7.599492368451232,5.700676779282569
68,37.437,9.7,183,0.6533989120691172,7.702015618539264,5.896520619125929
69,37.937,9.6,183,0.6621255583290887,7.57139742965949,5.9020285463682445
70,38.5,9.6,183,0.6719517620178169,7.513038305783173,5.976140511721147
71,39.0,9.4,183,0.6806784082777885,7.3051720376955265,5.915611675868472
72,39.562,9.6,191,0.6904871586739966,7.400983957270107,6.114363128260416
73,40.062,9.3,183,0.6992138049339682,7.117740414102991,5.98563040935915
74,40.625,9.9,191,0.7090400086226963,7.513974084346903,6.445943954128296
75,41.125,10.1,183,0.717766654882668,7.608092513804708,6.64281027136774
76,41.687,10.1,175,0.7275754052788761,7.542569900356008,6.717115400098732
77,42.187,9.9,183,0.7363020515388478,7.335474159263456,6.648369639150497
78,42.75,10.0,183,0.7461282552275759,7.343225094356855,6.788007455329417
79,43.25,10.0,183,0.7548549014875475,7.283709698824002,6.8518299032635905
80,43.812,10.3,183,0.7646636518837556,7.43263707646361,7.13063153511514
81,44.437,10.2,183,0.7755719597087202,7.283011219743719,7.141270725374238
82,45.0,10.4,183,0.7853981633974483,7.353910524340095,7.353910524340094
83,45.5,10.8,183,0.7941248096574199,7.56982005443839,7.703104850865161
84,46.0,10.4,183,0.8028514559173916,7.224447052773572,7.481133923521972
85,46.562,10.8,191,0.8126602063135997,7.4257478160366,7.842083229131635
86,47.062,10.8,183,0.8213868525735714,7.3570308486333085,7.906585678550374
87,47.625,11.1,191,0.8312130562622995,7.481179237409106,8.200119341677834
88,48.125,10.9,191,0.8399397025222711,7.275834199555337,8.116171307986356
89,48.687,11.3,191,0.8497484529184792,7.459944813572326,8.487592319289103
90,49.187,12.1,191,0.8584750991784509,7.90846736118183,9.15784603480107
91,49.875,29.7,159,0.8704829644321719,19.14038265225925,22.709816201922308
92,50.437,31.4,175,0.88029171482838,19.999485227544408,24.207035973725343
93,51.0,31.5,175,0.8901179185171081,19.82359231806988,24.480097785894582
94,51.687,32.2,175,0.9021083304783091,19.96261784561071,25.265270407223134
95,52.25,33.0,175,0.9119345341670372,20.203170241136828,26.09275593354683
96,52.75,32.5,175,0.9206611804270088,19.672054611394067,25.870065082375216
97,53.312,33.5,175,0.9304699308232169,20.0148165474322,26.86367656469669
98,53.937,33.7,183,0.9413782386481815,19.838329215573964,27.242075800762777
99,54.562,33.9,175,0.952286546473146,19.655954210479322,27.619802028174277
100,55.062,34.6,183,0.9610131927331177,19.815063374141257,28.36411929672356
101,55.562,35.3,175,0.9697398389930894,19.96264826390918,29.113273163480667
102,56.187,35.1,159,0.9806481468180539,19.53259350967637,29.1631238173442
103,56.812,36.1,167,0.9915564546430184,19.76070535514911,30.21133105089846
104,57.437,35.8,183,1.002464762467983,19.26851373651728,30.1722451664712
105,58.0,37.4,167,1.0122909661567112,19.818980482321862,31.71699879625033
106,58.687,37.6,167,1.024281378117912,19.541207636811894,32.12321908051876
107,60.375,39.6,98,1.0537425358915764,19.57511984813133,34.42346122822769
108,61.062,40.6,159,1.0657329478527775,19.644834023573996,35.530838664267826
109,62.875,42.4,84,1.0973757671914346,19.3315716006698,37.73659151868617
110,64.812,44.6,84,1.1311827948025648,18.981303995923575,40.3592628601457
111,67.187,48.1,50,1.1726343645374302,18.6495600223701,44.33738728175145
112,69.562,52.4,40,1.2140859342722954,18.297744617439562,49.10145152554007
113,72.0,57.0,35,1.2566370614359172,17.613968679372004,54.21022142882375
114,74.375,64.2,60,1.2980886311707827,17.291631463797106,61.82749777663837
115,76.75,75.1,35,1.3395402009056478,17.21294935827331,73.10078231037967
116,79.25,0.1,45,1.3831734322055063,0.018652403600873457,0.09824503977255099
117,81.625,0.1,30,1.4246250019403714,0.014565136318480788,0.09893359795349643
118,84.0,0.1,30,1.4660765716752369,0.010452846326765346,0.09945218953682733
119,84.562,21.3,159,1.475885322071445,2.018570631987853,21.20413574290818
120,85.062,21.4,191,1.4846119683314165,1.8420628982833334,21.320572325309843
121,85.562,21.4,191,1.4933386145913883,1.655938026930095,21.335835330517686
122,86.062,21.5,183,1.5020652608513598,1.476554745977806,21.449237424256612
123,86.562,21.1,183,1.5107919071113316,1.2653336242179154,21.062025800464294
124,87.187,21.4,183,1.5217002149362961,1.0502347558478926,21.374213598577356
125,87.687,21.3,183,1.5304268611962677,0.8596360822572365,21.282646118518286
126,88.312,21.4,175,1.5413351690212322,0.6303775767203919,21.390713501675627
127,88.812,21.3,183,1.550061815281204,0.441613450581046,21.295421516379193
128,89.312,21.1,183,1.5587884615411756,0.2533598681406838,21.098478826143268
129,89.875,21.1,183,1.5686146652299038,0.04603302250450427,21.099949785742126
130,90.375,21.4,191,1.5773413114898753,-0.14006167250132923,21.399541647612363
131,90.875,21.3,183,1.5860679577498469,-0.32527309548416455,21.297516226390208
132,91.437,21.1,183,1.595876708146055,-0.529140568617162,21.09336412852733
133,91.937,21.1,183,1.6046033544060267,-0.7131924114134103,21.08794339389933
134,92.5,21.1,183,1.6144295580947547,-0.9203690734085873,21.0799174753772
135,93.0,21.5,183,1.6231562043547265,-1.1252230592232926,21.470534997223336
136,93.562,21.3,183,1.6329649547509346,-1.3233389537001181,21.25885166262797
137,94.062,21.4,183,1.6416916010109062,-1.5158882787840608,21.346242824587307
138,94.625,21.2,183,1.6515178046996344,-1.7094374825025591,21.13096835200449
139,95.125,21.4,183,1.660244450959606,-1.911638316458507,21.314446719233594
140,95.687,21.4,183,1.670053201355814,-2.1206110915766363,21.294670896688732
141,96.187,21.7,183,1.6787798476157858,-2.338691182879168,21.57360710570032
142,96.75,21.2,183,1.6886060513045138,-2.4917928261061566,21.053051287444436
143,97.312,21.3,191,1.698414801700722,-2.710901005994197,21.12678432075501
144,97.812,21.6,183,1.7071414479606937,-2.9359383378917223,21.399538922044503
145,98.375,21.5,191,1.7169676516494217,-3.131504308473367,21.27072356000173
146,98.875,21.6,191,1.7256942979093934,-3.332432723884465,21.34138918020062
147,99.437,21.2,191,1.7355030483056015,-3.4760162072888643,20.913089473501163
148,99.937,21.3,191,1.744229694565573,-3.6756391909371553,20.98045939768829
149,100.437,21.6,191,1.7529563408255446,-3.912932238658145,21.242621337670872
150,100.937,21.6,183,1.7616829870855164,-4.098157735370094,21.20766614165798
151,101.437,21.7,183,1.770409633345488,-4.3029001745663455,21.26911023262884
152,101.937,21.6,183,1.7791362796054597,-4.467658375187557,21.132913396941195
153,102.437,21.5,183,1.7878629258654313,-4.630368780410116,20.995468200480868
154,103.0,21.6,183,1.7976891295541595,-4.858942773827485,21.046393399361083
155,103.5,21.7,183,1.806415775814131,-5.0657643956731455,21.100427272629585
156,104.062,21.2,191,1.8162245262103391,-5.151000353217368,20.564707519465344
157,104.562,21.6,183,1.824951172470311,-5.430833866619755,20.90612454552914
158,105.125,21.5,183,1.834777376159039,-5.609903640851065,20.75521575749975
159,105.625,21.7,183,1.8435040224190107,-5.844679170785006,20.89807946655845
160,106.187,21.6,183,1.8533127728152188,-6.021501446894496,20.743710379897024
161,106.687,21.9,191,1.8620394190751903,-6.288435848395807,20.9777399779054
162,107.25,22.1,191,1.8718656227639185,-6.55356880696012,21.105940772503825
163,107.75,22.0,183,1.88059226902389,-6.707014578616237,20.952707592152123
164,108.312,22.3,183,1.8904010194200982,-7.006465907186096,21.170721184962947
165,108.812,21.6,183,1.8991276656800697,-6.965221404637243,20.446165674384606
166,109.75,22.1,167,1.9154988540637767,-7.467959467873527,20.79998993716579
167,112.125,0.1,30,1.956950423798642,-0.03766285016932107,0.09263643838751182
168,114.5,0.1,25,1.9984019935335073,-0.04146932426562391,0.09099612708765432
169,116.937,0.1,20,2.040935667404609,-0.04530105126509677,0.08915051740891398
170,119.375,735.6,30,2.083486794568231,-360.82913673798697,641.0223818876523
171,121.75,0.1,25,2.1249383643030963,-0.05262139236518696,0.08503522249955629
172,124.187,0.1,35,2.167472038174198,-0.056189570475601316,0.08272080856572567
173,126.625,0.1,20,2.21002316533782,-0.05965751134039665,0.08025572465980509
174,129.062,0.1,25,2.2525568392089217,-0.06301609752939516,0.07764645163924594
175,131.437,0.1,30,2.294008408943787,-0.0661796127992506,0.07496838566850209
176,133.812,0.1,25,2.3354599786786525,-0.06922943237975866,0.07216152501420979
177,136.187,0.1,40,2.376911548413518,-0.07216031672168474,0.06923069182541906
178,136.937,29.2,159,2.3900015178034755,-21.333618208187687,19.937821700157787
179,139.312,31.5,50,2.4314530875383404,-23.885533184285848,20.536097596729025
180,141.812,33.1,50,2.4750863188381986,-26.01614967748351,20.463869525550994
181,144.25,34.7,45,2.5176374460018205,-28.161617174185928,20.273463397618976
182,146.625,37.0,35,2.559089015736686,-30.898255123793497,20.354307414033247
183,149.0,38.1,65,2.600540585471551,-32.65807415675048,19.622950654073072
184,149.625,38.1,175,2.6114488932965156,-32.87018010575387,19.26554592570121
185,150.25,37.8,175,2.62235720112148,-32.81791518768957,18.756983838922878
186,150.75,37.2,175,2.631083847381452,-32.45685146310806,18.176710183686723
187,151.375,37.2,167,2.6419921552064163,-32.653193660482,17.821586454944402
188,152.0,37.4,175,2.652900463031381,-33.02223997292387,17.55823644819231
189,152.437,36.9,175,2.660527551862596,-32.71194512646068,17.074502805160257
190,153.0,36.3,183,2.670353755551324,-32.34353682803775,16.47985514054555
191,153.625,36.9,175,2.681262063376289,-33.058919727201356,16.392614997932977
192,154.25,36.4,167,2.6921703712012532,-32.7854159113422,15.813807369520786
193,154.812,36.3,183,2.7019791215974616,-32.84845833684504,15.44890885766873
194,155.437,35.8,167,2.7128874294224263,-32.56026975820135,14.88182896263623
195,155.937,36.1,183,2.721614075682398,-32.96282607417787,14.719446226115288
196,156.5,36.0,175,2.731440279371126,-33.01416267786446,14.35496648130886
197,157.125,35.5,167,2.74234858719609,-32.70810623542333,13.799629940410048
198,157.687,34.9,175,2.7521573375922985,-32.28681359462664,13.250345954194255
199,158.187,35.2,175,2.76088398385227,-32.679734288720255,13.079562944481042
200,158.812,34.5,167,2.771792291677235,-32.1677834137682,12.469310736560356
201,161.312,8.4,55,2.815425522977093,-7.957130210388379,2.6914826425085088
202,161.937,6.9,159,2.826333830802058,-6.5599415005887645,2.13943158545751
203,162.625,7.1,159,2.8383416960557786,-6.776032103733883,2.1202332251824942
204,163.187,7.2,175,2.848150446451987,-6.892228034327277,2.0825927885290367
205,163.687,7.0,183,2.8568770927119584,-6.718191102097663,1.9661913222511644
206,164.312,6.3,175,2.8677854005369228,-6.065314918341509,1.703512530433494
207,164.937,6.7,175,2.8786937083618875,-6.469792395385905,1.7412025616242102
208,165.562,6.5,175,2.8896020161868523,-6.294717069792937,1.6206594371605074
209,166.25,7.2,159,2.901609881440573,-6.993662902655482,1.711338424748445
210,168.25,5.5,70,2.9365164664804593,-5.3847500986652115,1.1200296312709774
211,170.687,4.0,45,2.9790501403515615,-3.947276097045518,0.647310909604577
212,173.187,5.8,55,3.0226833716514196,-5.759043981728739,0.6880497195072398
213,175.625,4.7,65,3.065234498815041,-4.686304821830993,0.3585346801685771
214,178.0,5.5,65,3.1066860685499065,-5.496649548605027,0.19194723186375628
215,180.375,5.6,65,3.148137638284772,-5.599880057319123,-0.03665165261716992
216,182.812,3.4,40,3.190671312155874,-3.3959060068354843,-0.16680045784912012
217,184.687,4.3,84,3.2233962356307675,-4.285620595415186,-0.3513632196932122
218,186.187,4.2,98,3.2495761744106826,-4.175536859167804,-0.45264990636371066
219,186.812,3.8,183,3.260484482235647,-3.773174613865778,-0.4507253412876143
220,187.437,3.9,167,3.2713927900606117,-3.8671923538859474,-0.5048002555923158
221,188.0,3.8,167,3.2812189937493397,-3.763018661217967,-0.528857783648249
222,188.562,3.8,175,3.291027744145548,-3.757650288862275,-0.5657422616468208
223,189.25,4.0,159,3.3030356093992688,-3.9479854662409277,-0.6429702624153045
224,189.812,3.9,167,3.312844359795477,-3.8429516902810557,-0.6646219272383194
225,190.437,3.8,183,3.3237526676204414,-3.7371278279235787,-0.6883862271713408
226,191.062,4.3,167,3.334660975445406,-4.2201065743382085,-0.8250457570507393
227,191.625,4.0,159,3.344487179134134,-3.9179496782362055,-0.806021289302469
228,192.25,4.2,175,3.3553954869590985,-4.104370647143251,-0.8911462230570739
229,192.875,4.4,159,3.3663037947840633,-4.289377455603861,-0.9804290098509685
230,193.5,4.0,167,3.3772121026090276,-3.8894796815907067,-0.9337814554236211
231,195.062,3.9,98,3.4044741455251795,-3.766016247471754,-1.0134700902240619
232,197.5,4.8,60,3.447025272688801,-4.577841363591489,-1.4433878376205107
233,199.875,5.5,70,3.4884768424236663,-5.172401058513452,-1.8698308185204686
234,200.562,4.8,159,3.5004672543848674,-4.494204864330029,-1.68585961379716
235,201.187,5.4,167,3.511375562209832,-5.034991467035984,-1.9516303253625773
236,201.812,5.3,175,3.5222838700347965,-4.920562545325539,-1.969280131809452
237,202.25,5.4,175,3.5299284121585317,-4.997918721694858,-2.044702533703139
238,202.812,5.7,183,3.53973716255474,-5.254157230685695,-2.2099393193554517
239,203.375,5.8,183,3.5495633662434676,-5.323981395280168,-2.3011349596906814
240,203.875,6.1,183,3.5582900125034396,-5.57802693183907,-2.4689300410659683
241,204.437,6.3,191,3.568098762899648,-5.7356252083410295,-2.606262356218751
242,204.937,6.3,191,3.5768254091596194,-5.712663172338416,-2.6562152547202165
243,205.562,6.5,183,3.5877337169845838,-5.8637728380493925,-2.80466898292012
244,206.062,6.3,183,3.5964603632445558,-5.659410688718784,-2.7678639158050347
245,206.625,6.1,183,3.6062865669332833,-5.453148557816586,-2.7337100808942565
246,207.125,6.3,183,3.615013213193255,-5.607087890748182,-2.8723797425523503
247,207.687,5.5,183,3.6248219635894636,-4.870244897528568,-2.5555262937596526
248,208.187,5.8,183,3.633548609849435,-5.11218175693061,-2.739634589522087
249,208.75,5.9,183,3.6433748135381627,-5.172687858674296,-2.8378337366243858
250,209.312,5.7,183,3.653183563934371,-4.970210516525849,-2.7905209946201546
251,209.812,5.7,183,3.661910210194343,-4.9456696856204445,-2.8337874586381697
252,210.375,5.4,175,3.6717364138830706,-4.658765684280077,-2.7305498162411155
253,210.875,5.5,183,3.6804630601430426,-4.720588942724282,-2.822417409567417
254,211.437,5.7,183,3.690271810539251,-4.863320746111255,-2.972896116658614
255,211.937,5.7,175,3.6989984567992225,-4.837192482264292,-3.015222859014872
256,212.5,5.6,191,3.7088246604879505,-4.722992096552159,-3.0088778067422135
257,213.0,5.3,183,3.717551306747922,-4.444954010110747,-2.8865868855796433
258,213.562,5.5,183,3.7273600571441303,-4.5830844436849505,-3.040614573084364
259,214.062,5.4,183,3.736086703404102,-4.4735327046299105,-3.024484276799369
260,214.687,5.6,175,3.7469950112290666,-4.604729837647099,-3.186920633194765
261,215.187,5.7,183,3.755721657489038,-4.658471294172926,-3.2846073131147397
262,215.75,6.4,183,3.765547861177766,-5.194073484576078,-3.739197860079581
263,216.25,6.1,183,3.7742745074377377,-4.919312086031643,-3.606988855017852
264,216.812,6.4,175,3.784083257833946,-5.12387772274273,-3.8348242570397897
265,217.437,6.6,175,3.7949915656589104,-5.240546709521561,-4.012065575900117
266,217.937,6.6,183,3.8037182119188824,-5.205335732890897,-4.05764462562817
267,218.625,6.5,183,3.815726077172603,-5.07811316483093,-4.057433509642616
268,220.312,7.0,84,3.8451697816537473,-5.337729947443894,-4.528646487435358
269,220.937,6.0,167,3.856078089478712,-4.532582990547186,-3.931372716215333
270,221.5,6.3,159,3.86590429316744,-4.718421040970713,-4.174506303759146
271,222.125,5.5,167,3.8768126009924044,-4.079257828561791,-3.6891266673993917
272,222.812,6.1,167,3.888803012953606,-4.474884034000255,-4.14552926443049
